"State","Year","AnnualAVG","AnnualAVG_percent","Population 18-24","Population 25-44","Population 45-64","Male Population","White Alone","Hispanic","GDP","Description","MinWage","Median Income","Population","PopulationMillions","Region","TreatYear","Treated"
"Nevada",2020,1302481.83333333,52.9583333333333,249702,873086,790014,1571438,"2280962","896784",9326098,"All industry total ",9,73360,3116.967,3.116967,"W",2016,1
"Nevada",2021,1395808.33333333,55.8916666666667,251874,885036,791917,1586135,"2287624","916750",11107361,"All industry total ",9.75,73870,3148.141,3.148141,"W",2016,1
"Nevada",2022,1466434.33333333,57.8916666666667,252977,896849,793699,1599209,"2286069","938416",19934306,"All industry total ",9.5,77100,3176.116,3.176116,"W",2016,1
"New Hampshire",2000,667672.25,70.2833333333333,103843,380967,296339,609771,"1199618","20697",3106826,"All industry total ",5.15,87070,1239.882,1.239882,"NE",NA,0
"New Hampshire",2001,668413.583333333,69.2416666666667,107717,378536,308111,618105,"1211196","23049",3165267,"All industry total ",5.15,85830,1255.517,1.255517,"NE",NA,0
"New Hampshire",2002,669067.166666667,68.2583333333333,111142,373700,320877,625409,"1221276","25288",3342258,"All industry total ",5.15,91360,1269.089,1.269089,"NE",NA,0
"New Hampshire",2003,677213.75,68.1416666666667,114468,368330,333289,631327,"1228935","27025",3693619,"All industry total ",5.15,89900,1279.84,1.27984,"NE",NA,0
"New Hampshire",2004,688189.666666667,68.3333333333333,117460,361463,346086,636276,"1236305","28780",3927090,"All industry total ",5.15,89670,1290.121,1.290121,"NE",NA,0
"New Hampshire",2005,699641.25,68.6333333333333,120104,355033,358253,640560,"1241585","30429",4044076,"All industry total ",5.15,87410,1298.492,1.298492,"NE",NA,0
"New Hampshire",2006,706599.75,68.4333333333333,121400,348846,371101,645616,"1248429","32338",4138728,"All industry total ",5.15,92370,1308.389,1.308389,"NE",NA,0
"New Hampshire",2007,712150.083333333,68.2833333333333,121926,342511,381106,647553,"1250276","33742",4201367,"All industry total ",5.15,98210,1312.54,1.31254,"NE",NA,0
"New Hampshire",2008,715014.666666667,67.9916666666667,122815,335808,389896,649330,"1250859","35202",4175700,"All industry total ",6.5,92770,1315.906,1.315906,"NE",NA,0
"New Hampshire",2009,694450.333333333,65.675,123384,328416,398183,649227,"1249055","36330",4305019,"All industry total ",7.25,90270,1316.102,1.316102,"NE",NA,0
"New Hampshire",2010,694287.333333333,65.75,123563,322577,405345,649559,"1248153","36926",4252550,"All industry total ",7.25,92520,1316.807,1.316807,"NE",NA,0
"New Hampshire",2011,696488.5,65.7,125977,319070,409755,651509,"1248612","38642",4453183,"All industry total ",7.25,88720,1320.444,1.320444,"NE",NA,0
"New Hampshire",2012,700584.166666667,65.5666666666667,127888,316345,409471,653766,"1249580","40404",4653449,"All industry total ",7.25,89600,1324.677,1.324677,"NE",NA,0
"New Hampshire",2013,704317.583333333,65.4916666666667,129201,314366,408267,655460,"1249587","41898",4907206,"All industry total ",7.25,90200,1327.272,1.327272,"NE",NA,0
"New Hampshire",2014,711797,65.675,130951,314422,408560,659684,"1253695","43589",5315729,"All industry total ",7.25,94470,1334.257,1.334257,"NE",NA,0
"New Hampshire",2015,720896.5,66.1583333333333,130376,314057,408670,662017,"1253796","45608",5614293,"All industry total ",7.25,97470,1337.48,1.33748,"NE",NA,0
"New Hampshire",2016,730872.333333333,66.5833333333333,129636,315510,408552,665369,"1256652","47952",5833260,"All industry total ",7.25,97360,1343.694,1.343694,"NE",NA,0
"New Hampshire",2017,736900.25,66.2333333333333,128167,319582,406365,668725,"1260749","50529",6246438,"All industry total ",7.25,94890,1350.395,1.350395,"NE",NA,0
"New Hampshire",2018,750128.25,66.925,125684,324285,402630,671576,"1263057","52852",6493102,"All industry total ",7.25,1e+05,1355.064,1.355064,"NE",NA,0
"New Hampshire",2019,760441.833333333,67.2916666666667,123925,329837,397722,673969,"1266033","55137",6250770,"All industry total ",7.25,105300,1360.783,1.360783,"NE",NA,0
"New Hampshire",2020,713061.833333333,62.5166666666667,123175,337048,400215,687420,"1281233","59970",2859389,"All industry total ",7.25,106600,1378.756,1.378756,"NE",NA,0
"New Hampshire",2021,731136.5,63.575,118344,346445,396094,692505,"1287509","62703",4133201,"All industry total ",7.25,102000,1387.677,1.387677,"NE",NA,0
"New Hampshire",2022,747406,64.4583333333333,120326,351285,389748,697041,"1294204","65486",6870991,"All industry total ",7.25,90580,1396.678,1.396678,"NE",NA,0
"New Jersey",2000,4131042.83333333,64.1416666666667,679480,2621571,1926315,4090509,"6593966","1128903",28431569,"All industry total ",5.15,86180,8430.621,8.430621,"NE",2020,0
"New Jersey",2001,4111524,63.375,690374,2603347,1981258,4122739,"6606138","1173732",29131159,"All industry total ",5.15,86570,8492.671,8.492671,"NE",2020,0
"New Jersey",2002,4094865,62.65,698237,2581946,2039995,4153842,"6617979","1218847",30390375,"All industry total ",5.15,90120,8552.643,8.552643,"NE",2020,0
"New Jersey",2003,4090339.58333333,62.225,707974,2553301,2095563,4179438,"6622522","1263523",32446635,"All industry total ",5.15,90670,8601.402,8.601402,"NE",2020,0
"New Jersey",2004,4133538.16666667,62.6083333333333,715500,2520242,2150468,4197597,"6615292","1304751",34673575,"All industry total ",5.15,87240,8634.561,8.634561,"NE",2020,0
"New Jersey",2005,4192819.83333333,63.2416666666667,720555,2485042,2203846,4208429,"6595551","1343332",36478398,"All industry total ",5.15,97200,8651.974,8.651974,"NE",2020,0
"New Jersey",2006,4231037.83333333,63.5416666666667,729181,2446589,2254930,4213580,"6571143","1381040",39362614,"All industry total ",6.15,101400,8661.679,8.661679,"NE",2020,0
"New Jersey",2007,4250059.66666667,63.575,738538,2413538,2299267,4222737,"6550031","1419887",41458405,"All industry total ",7.15,87940,8677.885,8.677885,"NE",2020,0
"New Jersey",2008,4250468.5,63.2333333333333,751070,2389516,2336233,4241189,"6542862","1464525",41172714,"All industry total ",7.15,91550,8711.09,8.71109,"NE",2020,0
"New Jersey",2009,4135126.66666667,61.1083333333333,761463,2364261,2387573,4262096,"6543428","1515870",39751091,"All industry total ",7.15,91180,8755.602,8.755602,"NE",2020,0
"New Jersey",2010,4118771.41666667,60.025,769348,2344325,2433553,4283789,"6546359","1564356",41031771,"All industry total ",7.25,87430,8799.451,8.799451,"NE",2020,0
"New Jersey",2011,4134731.83333333,59.7666666666667,777825,2329257,2463591,4300909,"6540103","1602353",42832546,"All industry total ",7.25,83950,8828.552,8.828552,"NE",2020,0
"New Jersey",2012,4147707.66666667,59.7,784178,2313603,2464767,4311083,"6525583","1633310",43829688,"All industry total ",7.25,88110,8845.671,8.845671,"NE",2020,0
"New Jersey",2013,4148010.91666667,59.4833333333333,789665,2299547,2470269,4319443,"6508075","1663364",46092569,"All industry total ",7.25,83220,8857.821,8.857821,"NE",2020,0
"New Jersey",2014,4191225.91666667,59.9,789952,2285781,2475041,4326008,"6488282","1693690",48361676,"All industry total ",8.25,83970,8867.277,8.867277,"NE",2020,0
"New Jersey",2015,4238646.41666667,60.45,784943,2272801,2480400,4327879,"6461321","1722071",48902812,"All industry total ",8.38,88050,8870.312,8.870312,"NE",2020,0
"New Jersey",2016,4271301.25,60.7583333333333,777950,2265494,2478655,4331875,"6437847","1751284",49157415,"All industry total ",8.38,87410,8873.584,8.873584,"NE",2020,0
"New Jersey",2017,4405644.33333333,60.6083333333333,771465,2273745,2469268,4340610,"6419283","1785444",51407645,"All industry total ",8.44,89380,8888.147,8.888147,"NE",2020,0
"New Jersey",2018,4420169.91666667,60.4416666666667,762582,2283401,2449521,4344196,"6399471","1817704",55317366,"All industry total ",8.6,91230,8891.73,8.89173,"NE",2020,0
"New Jersey",2019,4524730.25,61.55,754597,2292265,2424638,4345560,"6374241","1846291",59666017,"All industry total ",10,106300,8891.258,8.891258,"NE",2020,0
"New Jersey",2020,4210959.08333333,56.9416666666667,778303,2401008,2525795,4562032,"6618563","2004255",38038660,"All industry total ",11,102600,9272.794,9.272794,"NE",2020,1
"New Jersey",2021,4357039.75,58.7833333333333,773780,2412588,2496281,4560678,"6591231","2030535",47582295,"All industry total ",12,101700,9270.541,9.270541,"NE",2020,1
"New Jersey",2022,4565442.75,61.5333333333333,773055,2428885,2466247,4573222,"6568168","2079904",66980033,"All industry total ",13,98430,9295.227,9.295227,"NE",2020,1
"New Mexico",2000,803663.833333333,59.8916666666667,178009,514911,406829,895580,"1555012","769988",3832068,"All industry total ",4.25,60000,1821.204,1.821204,"W",2021,0
"New Mexico",2001,812534.5,60.0416666666667,184493,506151,420243,901303,"1558945","783543",3787854,"All industry total ",4.25,55390,1831.69,1.83169,"W",2021,0
"New Mexico",2002,819365.5,59.6916666666667,191116,503680,436431,913453,"1575099","800870",3785517,"All industry total ",4.25,58560,1855.309,1.855309,"W",2021,0
"New Mexico",2003,828213.333333333,59.4916666666667,197243,501832,451798,925271,"1590445","817520",3902825,"All industry total ",4.25,56790,1877.574,1.877574,"W",2021,0
"New Mexico",2004,840857.75,59.5083333333333,201894,502867,467467,939070,"1609492","834722",4444964,"All industry total ",5.15,62440,1903.808,1.903808,"W",2021,0
"New Mexico",2005,858792.666666667,59.7666666666667,202928,505077,484638,953754,"1631078","854026",4415296,"All industry total ",5.15,59740,1932.274,1.932274,"W",2021,0
"New Mexico",2006,875950.25,59.925,202027,507378,503275,968168,"1654067","874649",5218085,"All industry total ",5.15,59670,1962.137,1.962137,"W",2021,0
"New Mexico",2007,887672.75,59.8666666666667,201915,509824,518833,982148,"1674570","896537",5677900,"All industry total ",5.15,64460,1990.07,1.99007,"W",2021,0
"New Mexico",2008,893443.583333333,59.6,201729,508578,530767,992084,"1687600","916565",5994516,"All industry total ",6.5,59020,2010.662,2.010662,"W",2021,0
"New Mexico",2009,863041.416666667,56.925,202410,511617,541088,1005564,"1704855","937564",5385226,"All industry total ",7.5,61290,2036.802,2.036802,"W",2021,0
"New Mexico",2010,856664.166666667,54.925,204685,517364,549934,1020318,"1724757","958020",5264803,"All industry total ",7.5,62670,2064.614,2.064614,"W",2021,0
"New Mexico",2011,858135,54.1916666666667,208261,521341,552048,1028317,"1733947","973823",5309010,"All industry total ",7.5,56540,2080.707,2.080707,"W",2021,0
"New Mexico",2012,863944.083333333,54.2333333333333,210824,523067,545835,1032898,"1735767","984907",5763925,"All industry total ",7.5,57370,2087.715,2.087715,"W",2021,0
"New Mexico",2013,865527.583333333,54.075,211828,525269,540357,1036017,"1734758","996109",5972621,"All industry total ",7.5,52430,2092.833,2.092833,"W",2021,0
"New Mexico",2014,870554.25,54.2416666666667,209795,524631,534511,1035069,"1727478","1002463",6689180,"All industry total ",7.5,60090,2090.236,2.090236,"W",2021,0
"New Mexico",2015,876411.166666667,54.4083333333333,206273,525510,530023,1034730,"1721995","1010088",6450111,"All industry total ",7.5,58110,2090.071,2.090071,"W",2021,0
"New Mexico",2016,880426.333333333,54.4333333333333,202749,528214,526204,1036039,"1720289","1017456",6301717,"All industry total ",7.5,61860,2092.555,2.092555,"W",2021,0
"New Mexico",2017,890878.166666667,54.7333333333333,199506,531223,520404,1036090,"1716901","1023515",6767861,"All industry total ",7.5,57210,2092.844,2.092844,"W",2021,0
"New Mexico",2018,898236.416666667,54.95,197284,534699,514103,1036336,"1713439","1032594",7759512,"All industry total ",7.5,59380,2093.754,2.093754,"W",2021,0
"New Mexico",2019,908718.833333333,55.225,196608,540075,507951,1038980,"1714522","1039266",8471831,"All industry total ",7.5,64370,2099.634,2.099634,"W",2021,0
"New Mexico",2020,857928.5,51.6083333333333,196253,544059,513572,1053869,"1720429","1013541",5314780,"All industry total ",9,61060,2118.606,2.118606,"W",2021,0
"New Mexico",2021,876751.333333333,52.4666666666667,197357,546861,506664,1052907,"1716311","1018326",7092996,"All industry total ",10.5,61380,2117.333,2.117333,"W",2021,1
"New Mexico",2022,908920.333333333,54.2083333333333,198032,547935,499179,1050733,"1709365","1021969",11328329,"All industry total ",11.5,60150,2113.868,2.113868,"W",2021,1
"New York",2000,8727588.75,59.9916666666667,1770901,5823214,4266829,9159719,"14162802","2894316",52930688,"All industry total ",4.25,69660,19001.78,19.00178,"NE",2021,0
"New York",2001,8679996.83333333,59.2833333333333,1802422,5775563,4369601,9204125,"14171067","2952390",54215771,"All industry total ",5.15,70420,19082.838,19.082838,"NE",2021,0
"New York",2002,8719487,59.1833333333333,1817402,5719243,4476525,9234873,"14159311","3007143",55927539,"All industry total ",5.15,69310,19137.8,19.1378,"NE",2021,0
"New York",2003,8688581.33333333,58.5916666666667,1837040,5659284,4579114,9258129,"14139520","3054405",61795273,"All industry total ",5.15,69220,19175.939,19.175939,"NE",2021,0
"New York",2004,8813439.08333333,59.0666666666667,1847979,5583555,4677744,9258040,"14092313","3092293",68699054,"All industry total ",5.15,70470,19171.567,19.171567,"NE",2021,0
"New York",2005,8988560.08333333,59.8916666666667,1855760,5492496,4775770,9245143,"14009676","3125400",76269075,"All industry total ",6,72360,19132.61,19.13261,"NE",2021,0
"New York",2006,9088922.66666667,60.1916666666667,1869014,5417603,4868009,9233230,"13933304","3162942",80667330,"All industry total ",6.75,71880,19104.631,19.104631,"NE",2021,0
"New York",2007,9089561.66666667,59.825,1898728,5357444,4947666,9250825,"13899597","3216035",83592568,"All industry total ",7.15,71130,19132.335,19.132335,"NE",2021,0
"New York",2008,9120183.25,59.7166666666667,1936825,5324739,5019433,9293595,"13896947","3284992",81237593,"All industry total ",7.15,70740,19212.436,19.212436,"NE",2021,0
"New York",2009,8857277,57.6833333333333,1968102,5290037,5113791,9340446,"13902265","3359065",81018853,"All industry total ",7.15,70680,19307.066,19.307066,"NE",2021,0
"New York",2010,8791761.41666667,57.1583333333333,1983537,5269534,5198216,9389232,"13905289","3430708",90292853,"All industry total ",7.25,69120,19399.956,19.399956,"NE",2021,0
"New York",2011,8739638.41666667,56.475,1991750,5280427,5259490,9443070,"13923335","3492492",93102231,"All industry total ",7.25,68190,19499.921,19.499921,"NE",2021,0
"New York",2012,8775712.75,56.3833333333333,1990441,5294451,5256215,9485738,"13923628","3546602",97236927,"All industry total ",7.25,63000,19574.362,19.574362,"NE",2021,0
"New York",2013,8883123.58333333,56.7916666666667,1975722,5308119,5260300,9515522,"13906936","3593281",102586217,"All industry total ",7.25,65230,19626.488,19.626488,"NE",2021,0
"New York",2014,8926217.25,56.875,1950223,5312065,5260128,9530747,"13872085","3630105",107364804,"All industry total ",8,69900,19653.431,19.653431,"NE",2021,0
"New York",2015,9037180.08333333,57.5,1904210,5309722,5262294,9536185,"13819836","3664508",111481389,"All industry total ",8.75,74710,19657.321,19.657321,"NE",2021,0
"New York",2016,9063224.83333333,57.6166666666667,1862443,5304315,5245061,9531434,"13752803","3691992",113409178,"All industry total ",9,78440,19636.391,19.636391,"NE",2021,0
"New York",2017,9381964.41666667,58,1826816,5300174,5204066,9513043,"13681949","3709063",115332762,"All industry total ",9.7,77220,19593.849,19.593849,"NE",2021,0
"New York",2018,9421979.91666667,58.1083333333333,1795401,5304770,5144786,9490554,"13614664","3728743",121435631,"All industry total ",10.4,82740,19544.098,19.544098,"NE",2021,0
"New York",2019,9477583.66666667,58.3666666666667,1759036,5300846,5070240,9451066,"13522668","3734867",125217403,"All industry total ",11.1,87080,19463.131,19.463131,"NE",2021,0
"New York",2020,8638875.83333333,53.2416666666667,1771676,5491082,5252848,9818961,"13873002","3933142",82849226,"All industry total ",11.8,82350,20105.171,20.105171,"NE",2021,0
"New York",2021,8889563.33333333,55.2916666666667,1764649,5366898,5146258,9692800,"13664108","3898468",94013686,"All industry total ",12.5,83720,19848.276,19.848276,"NE",2021,1
"New York",2022,9207902.83333333,57.6666666666667,1756361,5324488,5046983,9618914,"13523214","3890466",130248599,"All industry total ",13.2,80920,19703.747,19.703747,"NE",2021,1
"North Dakota",2000,332726.5,68.5916666666667,73369,174094,139498,320468,"596394","7834",487119,"All industry total ",5.15,61550,642.023,0.642023,"MW",NA,0
"North Dakota",2001,332736.75,68.675,76459,168631,143614,319275,"591964","8377",572112,"All industry total ",5.15,59850,639.062,0.639062,"MW",NA,0
"North Dakota",2002,330888.416666667,68.2666666666667,78829,164379,147872,319151,"589576","8999",1103796,"All industry total ",5.15,59780,638.168,0.638168,"MW",NA,0
"North Dakota",2003,335061.083333333,68.9916666666667,81755,160764,152124,319921,"588683","9714",1029352,"All industry total ",5.15,65380,638.817,0.638817,"MW",NA,0
"North Dakota",2004,341685.916666667,69.8083333333333,85049,159374,156845,323697,"592452","10359",1288257,"All industry total ",5.15,61900,644.705,0.644705,"MW",NA,0
"North Dakota",2005,344617.75,70.0916666666667,85272,157141,161601,324546,"592012","10797",1097151,"All industry total ",5.15,64720,646.089,0.646089,"MW",NA,0
"North Dakota",2006,351375.166666667,71.125,85992,156114,165603,326839,"593469","11299",1434979,"All industry total ",5.15,61180,649.422,0.649422,"MW",NA,0
"North Dakota",2007,356520.333333333,71.9,82958,158461,169412,328756,"595177","11899",1492024,"All industry total ",5.15,68600,652.822,0.652822,"MW",NA,0
"North Dakota",2008,360310.416666667,72.2083333333333,82307,159328,172687,331438,"598020","12560",1377428,"All industry total ",5.85,69580,657.569,0.657569,"MW",NA,0
"North Dakota",2009,355879.583333333,70.6333333333333,81007,162677,176038,335294,"603186","13276",1509596,"All industry total ",6.55,70480,664.968,0.664968,"MW",NA,0
"North Dakota",2010,365048.916666667,70.075,81269,166659,178755,341099,"610570","13808",1439068,"All industry total ",7.25,70820,674.752,0.674752,"MW",NA,0
"North Dakota",2011,374404.166666667,70.225,83662,170385,180222,347360,"618440","15302",2203657,"All industry total ",7.25,75900,685.526,0.685526,"MW",NA,0
"North Dakota",2012,383895.75,70.4833333333333,87164,176382,180506,357189,"631574","17558",2802349,"All industry total ",7.25,73680,702.227,0.702227,"MW",NA,0
"North Dakota",2013,389943.666666667,69.7916666666667,90482,184766,181736,369328,"647234","20655",2780563,"All industry total ",7.25,77220,723.149,0.723149,"MW",NA,0
"North Dakota",2014,398731.583333333,69.8916666666667,91735,191381,182189,378606,"658259","23205",3687040,"All industry total ",7.25,78160,738.736,0.738736,"MW",NA,0
"North Dakota",2015,399327.5,68.8333333333333,91968,199501,182615,388132,"668157","26396",3759858,"All industry total ",7.25,73950,755.537,0.755537,"MW",NA,0
"North Dakota",2016,399099.25,68.6833333333333,89045,201216,180375,388106,"664294","27616",3240555,"All industry total ",7.25,76840,756.114,0.756114,"MW",NA,0
"North Dakota",2017,404904.5,68.8833333333333,86654,203052,177166,387723,"661502","28701",3568657,"All industry total ",7.25,75490,756.755,0.756755,"MW",NA,0
"North Dakota",2018,402170.25,68.1666666666667,85232,205143,174522,389111,"661909","30317",3761747,"All industry total ",7.25,81790,760.062,0.760062,"MW",NA,0
"North Dakota",2019,404744.666666667,68.2666666666667,83666,207520,171926,391046,"663497","31939",3616999,"All industry total ",7.25,84870,763.724,0.763724,"MW",NA,0
"North Dakota",2020,389366.333333333,65.4083333333333,84383,211554,174201,400795,"679278","33956",1004085,"All industry total ",7.25,76900,779.563,0.779563,"MW",NA,0
"North Dakota",2021,396392.666666667,66.4916666666667,86149,210622,170661,399375,"676689","34575",2394443,"All industry total ",7.25,79090,777.966,0.777966,"MW",NA,0
"North Dakota",2022,405586.416666667,67.7666666666667,86821,211719,168201,400602,"676504","35836",4237393,"All industry total ",7.25,83910,781.057,0.781057,"MW",NA,0
"Ohio",2000,5545371.41666667,64.3166666666667,1062598,3313221,2591732,5518118,"9752216","219498",23892556,"All industry total ",4.25,73460,11363.543,11.363543,"MW",2023,0
"Ohio",2001,5565164.75,64.2,1079689,3259384,2660277,5533713,"9748013","232498",23879411,"All industry total ",4.25,69870,11387.404,11.387404,"MW",2023,0
"Ohio",2002,5491861.41666667,63.0583333333333,1090537,3204892,2735024,5548504,"9740972","245320",25383561,"All industry total ",4.25,70490,11407.889,11.407889,"MW",2023,0
"Ohio",2003,5497305,62.8166666666667,1102013,3156115,2808031,5566253,"9739773","258609",26154705,"All industry total ",4.25,70410,11434.788,11.434788,"MW",2023,0
"Ohio",2004,5485365.41666667,62.4666666666667,1099582,3115878,2878431,5577840,"9731678","271798",27669353,"All industry total ",4.25,67950,11452.251,11.452251,"MW",2023,0
"Ohio",2005,5532701,62.7333333333333,1089625,3078364,2948308,5586617,"9715818","286188",29660675,"All industry total ",4.25,67800,11463.32,11.46332,"MW",2023,0
"Ohio",2006,5635357.91666667,63.6166666666667,1083220,3037836,3014164,5598146,"9706701","300578",30207915,"All industry total ",4.25,68420,11481.213,11.481213,"MW",2023,0
"Ohio",2007,5679839.91666667,63.8166666666667,1081338,3000205,3067465,5609503,"9698184","316034",32968113,"All industry total ",6.85,71360,11500.468,11.500468,"MW",2023,0
"Ohio",2008,5607499.75,62.8,1089460,2959430,3108404,5618797,"9686422","330867",32627246,"All industry total ",7,65800,11515.391,11.515391,"MW",2023,0
"Ohio",2009,5307405.58333333,59.275,1098028,2916945,3158149,5626878,"9675738","344550",31329505,"All industry total ",7.3,64580,11528.896,11.528896,"MW",2023,0
"Ohio",2010,5267297.08333333,58.7083333333333,1102751,2885764,3201797,5634163,"9662499","357007",31763806,"All industry total ",7.3,63710,11539.449,11.539449,"MW",2023,0
"Ohio",2011,5264057.16666667,58.5166666666667,1110891,2870888,3224761,5639710,"9647253","368044",32527829,"All industry total ",7.4,60130,11545.735,11.545735,"MW",2023,0
"Ohio",2012,5289959.66666667,58.6083333333333,1117215,2859174,3201542,5646833,"9629133","379160",33490055,"All industry total ",7.7,58630,11550.971,11.550971,"MW",2023,0
"Ohio",2013,5282928.16666667,58.3,1120445,2866711,3186409,5665068,"9623692","391755",35750812,"All industry total ",7.85,66250,11579.692,11.579692,"MW",2023,0
"Ohio",2014,5381111.75,59.15,1111963,2876349,3174431,5680785,"9617050","404336",38776971,"All industry total ",7.95,63900,11606.573,11.606573,"MW",2023,0
"Ohio",2015,5429453.16666667,59.4916666666667,1097743,2882831,3166139,5691115,"9599124","416768",39555691,"All industry total ",8.1,68650,11622.315,11.622315,"MW",2023,0
"Ohio",2016,5464299.83333333,59.6666666666667,1084349,2890339,3154830,5702499,"9583162","430203",40149415,"All industry total ",8.1,68920,11640.06,11.64006,"MW",2023,0
"Ohio",2017,5528373.08333333,59.8666666666667,1074588,2910197,3131429,5716631,"9574171","445674",42352156,"All industry total ",8.15,76140,11665.706,11.665706,"MW",2023,0
"Ohio",2018,5558712.5,59.9833333333333,1065777,2933865,3096200,5724669,"9557587","461379",42793633,"All industry total ",8.3,75800,11680.892,11.680892,"MW",2023,0
"Ohio",2019,5633325.41666667,60.5916666666667,1060774,2957476,3052852,5733873,"9543019","475203",43973448,"All industry total ",8.55,78370,11696.507,11.696507,"MW",2023,0
"Ohio",2020,5277985.33333333,56.5333333333333,1051106,2994426,3063174,5820479,"9596521","523579",24504627,"All industry total ",8.7,72420,11798.905,11.798905,"MW",2023,0
"Ohio",2021,5435365.66666667,58.2416666666667,1028193,3012936,3013450,5805020,"9544118","536356",33034768,"All industry total ",8.8,71970,11767.344,11.767344,"MW",2023,0
"Ohio",2022,5511702.75,59,1041261,3029549,2961640,5808675,"9515446","556756",52239500,"All industry total ",9.3,71980,11777.874,11.777874,"MW",2023,0
"Oklahoma",2000,1606250.41666667,62.25,358278,972426,775244,1697872,"2721397","181095",5867967,"All industry total ",5.15,55450,3454.365,3.454365,"S",NA,0
"Oklahoma",2001,1611396.58333333,62.125,369614,960435,794572,1707048,"2722405","195483",5918689,"All industry total ",5.15,59540,3467.1,3.4671,"S",NA,0
"Oklahoma",2002,1607799.41666667,61.575,377519,951788,817027,1720000,"2730507","210446",6003212,"All industry total ",5.15,60210,3489.08,3.48908,"S",NA,0
"Oklahoma",2003,1595333.75,60.75,382018,940700,838235,1727169,"2733754","222946",6306326,"All industry total ",5.15,58080,3504.892,3.504892,"S",NA,0
"Oklahoma",2004,1610347.58333333,61.0416666666667,386493,936143,857898,1740562,"2740106","236132",7018718,"All industry total ",5.15,62520,3525.233,3.525233,"S",NA,0
"Oklahoma",2005,1635107.5,61.5083333333333,383690,933315,879507,1752122,"2749192","251203",7440994,"All industry total ",5.15,57740,3548.597,3.548597,"S",NA,0
"Oklahoma",2006,1647381.41666667,61.2333333333333,381715,938630,903937,1775397,"2774199","268175",8328501,"All industry total ",5.15,57890,3594.09,3.59409,"S",NA,0
"Oklahoma",2007,1655251.41666667,60.9416666666667,379930,945623,923107,1797174,"2794958","285618",8678075,"All industry total ",5.15,62810,3634.349,3.634349,"S",NA,0
"Oklahoma",2008,1678064.66666667,61.1666666666667,378846,949236,940042,1814205,"2810940","300723",8944986,"All industry total ",5.85,64640,3668.976,3.668976,"S",NA,0
"Oklahoma",2009,1653920.66666667,59.625,379849,959376,955985,1839538,"2836043","319289",8912701,"All industry total ",6.55,64580,3717.572,3.717572,"S",NA,0
"Oklahoma",2010,1650387.75,58.2583333333333,381635,969286,968353,1860337,"2855050","333568",9443360,"All industry total ",7.25,59850,3760.014,3.760014,"S",NA,0
"Oklahoma",2011,1668288.66666667,58.15,385496,977840,973314,1874581,"2866587","346215",9862893,"All industry total ",7.25,65260,3788.824,3.788824,"S",NA,0
"Oklahoma",2012,1703740,58.875,390610,986894,966867,1891054,"2881110","358776",10909394,"All industry total ",7.25,63960,3819.32,3.81932,"S",NA,0
"Oklahoma",2013,1707841,58.4833333333333,393173,998465,965081,1909004,"2896601","371536",11140615,"All industry total ",7.25,60260,3853.891,3.853891,"S",NA,0
"Oklahoma",2014,1720084.83333333,58.4083333333333,391580,1007517,963553,1921858,"2905023","383697",11007968,"All industry total ",7.25,60750,3879.187,3.879187,"S",NA,0
"Oklahoma",2015,1750532.41666667,58.9083333333333,390045,1018731,965159,1937570,"2916437","396806",11195576,"All industry total ",7.25,60640,3910.518,3.910518,"S",NA,0
"Oklahoma",2016,1742989.41666667,58.3,385213,1026107,964601,1946039,"2920591","410072",10974672,"All industry total ",7.25,65040,3928.143,3.928143,"S",NA,0
"Oklahoma",2017,1752873.75,58.675,380525,1030182,960210,1948690,"2915738","420852",11461522,"All industry total ",7.25,65100,3933.602,3.933602,"S",NA,0
"Oklahoma",2018,1770820.25,59.075,379796,1035213,953648,1953313,"2914041","431998",12349808,"All industry total ",7.25,66950,3943.488,3.943488,"S",NA,0
"Oklahoma",2019,1782356.83333333,59.125,380499,1043186,946869,1961516,"2918808","442018",12577271,"All industry total ",7.25,71990,3960.676,3.960676,"S",NA,0
"Oklahoma",2020,1725041.5,56.7666666666667,384371,1045545,943277,1976203,"2918654","474814",3975842,"All industry total ",7.25,62940,3965.415,3.965415,"S",NA,0
"Oklahoma",2021,1785959.75,58.2666666666667,391080,1058194,938645,1988754,"2928209","488914",7682570,"All industry total ",7.25,69000,3992.238,3.992238,"S",NA,0
"Oklahoma",2022,1829503.25,59.125,394804,1072673,935554,2004198,"2942232","509081",14585698,"All industry total ",7.25,67630,4026.229,4.026229,"S",NA,0
"Oregon",2000,1717996,65.0166666666667,329918,996147,817150,1701061,"3132686","278259",5166748,"All industry total ",6.5,72660,3429.708,3.429708,"W",2014,0
"Oregon",2001,1699513.5,63.4416666666667,337357,992783,846701,1720048,"3158673","296083",5323687,"All industry total ",6.5,69010,3467.937,3.467937,"W",2014,0
"Oregon",2002,1697223.58333333,62.375,344972,991822,877922,1742298,"3191365","313232",5507848,"All industry total ",6.5,69040,3513.424,3.513424,"W",2014,0
"Oregon",2003,1697404.08333333,61.6083333333333,349353,987749,905880,1758571,"3214075","328886",5603838,"All industry total ",6.9,67360,3547.376,3.547376,"W",2014,0
"Oregon",2004,1709849.41666667,61.4666666666667,348770,981831,930622,1769086,"3226562","343677",6027634,"All industry total ",7.05,64700,3569.463,3.569463,"W",2014,0
"Oregon",2005,1734755.83333333,61.4333333333333,349448,985556,958793,1789755,"3256775","361623",6342918,"All industry total ",7.25,67730,3613.202,3.613202,"W",2014,0
